[2.43879700978597, 0.10666666646798452]
[2.159470574061076, 0.18166666646798452]
[2.0578166580200197, 0.2633333331346512]
[2.003704954783122, 0.24166666626930236]
[1.9996362765630087, 0.26166666666666666]
[1.8234645573298136, 0.32166666626930235]
[2.0671748542785644, 0.305]
[2.195604667663574, 0.17166666626930238]
[1.5092157951990763, 0.4633333337306976]
[1.520594204266866, 0.41833333333333333]
[1.7169520330429078, 0.3616666666666667]
[1.2820636161168417, 0.553333334128062]
[1.2284527317682903, 0.5700000007947286]
[1.5717630004882812, 0.4666666666666667]
[1.083094604810079, 0.6633333325386047]
[1.2068867444992066, 0.575]
[0.9856305591265361, 0.681666665871938]
[1.3654551204045613, 0.5316666666666666]
[1.2123034660021463, 0.5966666674613953]
[1.2582862488428752, 0.5750000007947286]
[0.7786826101938883, 0.7549999992052714]
[1.5847590255737305, 0.47833333333333333]
[0.6812305879592896, 0.7849999992052714]
[1.9436842250823974, 0.4200000003973643]
[0.9304549447695414, 0.6883333325386047]
[1.1789398368199666, 0.553333334128062]
[0.757855920791626, 0.7683333333333333]
[0.5593886236349742, 0.8300000007947286]
[0.7739495309193929, 0.7283333341280619]
[1.142142225901286, 0.6266666674613952]
[0.7547076773643494, 0.7183333333333334]
[0.6099116007486979, 0.801666665871938]
[0.5277373190720877, 0.8133333325386047]
[0.48468865791956584, 0.8266666666666667]
[0.7255827109018962, 0.7233333325386048]
[1.6111480649312337, 0.5250000003973643]
[0.31010782182216645, 0.9183333333333333]
[0.9541376225153605, 0.6899999992052714]
[0.49037267446517946, 0.8416666666666667]
[0.4246379470825195, 0.8533333341280619]
